node,PC,AC,MPS3,MPS4,w
55,0.8264462809917356,0.7333333333333333,0.033112582781456956,0.0,0.5572010289529856
56,0.75,0.8,0.0728476821192053,0.3333333333333333,0.5879028697571744
57,0.7346938775510204,0.4666666666666667,0.019867549668874173,0.0,0.43785106095418297
58,0.72,0.3333333333333333,0.0,0.0,0.38799999999999996
59,0.8099173553719008,0.7333333333333333,0.013245033112582781,0.0,0.5466159487712768
60,0.8395061728395061,0.6,0.046357615894039736,0.0,0.5250739923146105
61,0.7999999999999999,0.3333333333333333,0.013245033112582781,0.0,0.42264900662251653
62,0.7361111111111112,0.8,0.059602649006622516,0.0,0.546364974245769
63,0.8333333333333334,0.8,0.033112582781456956,0.0,0.5799558498896248
64,0.82,0.6666666666666666,0.026490066225165563,0.0,0.5332980132450331
65,0.8163265306122449,0.4666666666666667,0.019867549668874173,0.0,0.4705041221786728
66,0.78125,0.5333333333333333,0.033112582781456956,0.0,0.4791225165562914
67,0.7272727272727273,0.7333333333333333,0.033112582781456956,0.0,0.5175316074653824
68,0.6666666666666667,0.8,0.033112582781456956,0.0,0.5132891832229581
69,0.8284023668639053,0.8666666666666667,0.052980132450331126,0.3333333333333333,0.6352903065689617
70,0.78125,0.5333333333333333,0.013245033112582781,0.0,0.4751490066225166
71,0.44897959183673464,0.4666666666666667,0.006622516556291391,0.0,0.3209163400459521
72,0.72,0.3333333333333333,0.006622516556291391,0.0,0.38932450331125823
73,0.6599999999999999,0.6666666666666666,0.013245033112582781,0.0,0.4666490066225165
74,0.7,0.6666666666666666,0.019867549668874173,0.0,0.4839735099337748
75,0.82,0.6666666666666666,0.046357615894039736,0.0,0.537271523178808
76,0.7346938775510204,0.9333333333333333,0.052980132450331126,0.0,0.5844735775104744
77,0.6122448979591837,0.4666666666666667,0.026490066225165563,0.0,0.3901959724287066
78,0.56,0.3333333333333333,0.006622516556291391,0.0,0.3253245033112583
79,0.7901234567901234,0.6,0.026490066225165563,0.0,0.5013473959610825
80,0.6799999999999999,0.6666666666666666,0.019867549668874173,0.0,0.4759735099337748
81,0.6172839506172839,0.6,0.019867549668874173,0.0,0.4308870901806884
82,0.7040816326530612,0.9333333333333333,0.06622516556291391,0.0,0.5748776861738072
83,0.7777777777777778,0.8,0.052980132450331126,0.0,0.5617071376011773
84,0.743801652892562,0.7333333333333333,0.059602649006622516,0.0,0.5294411909583493
85,0.7551020408163266,0.9333333333333333,0.059602649006622516,0.0,0.5939613461278552
86,0.6419753086419753,0.6,0.013245033112582781,0.0,0.4394391300793067
87,0.8264462809917356,0.7333333333333333,0.033112582781456956,0.0,0.5572010289529856
88,0.6666666666666667,0.4,0.006622516556291391,0.0,0.387991169977925
89,0.625,0.26666666666666666,0.006622516556291391,0.0,0.3313245033112583
90,0.6122448979591837,0.4666666666666667,0.0,0.0,0.3848979591836735
91,0.5679012345679012,0.6,0.033112582781456956,0.0,0.41378301038345183
92,0.8264462809917356,0.7333333333333333,0.019867549668874173,0.0,0.5545520223304691
93,0.7916666666666667,0.8,0.052980132450331126,0.0,0.5672626931567328
94,0.8611111111111112,0.8,0.052980132450331126,0.3333333333333333,0.6283738042678441
95,0.8429752066115703,0.7333333333333333,0.052980132450331126,0.3333333333333333,0.6011194424680276
96,0.7654320987654322,0.6,0.013245033112582781,0.0,0.48882184612868945
97,0.84,0.6666666666666666,0.026490066225165563,0.0,0.5412980132450331
98,0.7933884297520661,0.7333333333333333,0.046357615894039736,0.0,0.5466268950796344
99,0.8163265306122449,0.4666666666666667,0.0,0.0,0.466530612244898
